date,topic0_press,topic1_press,topic2_press
2022-07-31,0.3075496159227831,0.5514972215252263,0.13425136337588942
2022-08-31,0.6731489838566631,0.3082256615161896,0.015695111826062202
2022-09-30,0.5317498772906569,0.3729556340437669,0.08793070869377026
2022-10-31,0.39615660896524785,0.5815610714256764,0.01733639920130372
2022-11-30,0.30846216665072873,0.5843252123079516,0.10007855372334068
2022-12-31,0.44202919732779267,0.468402037769556,0.08328946207960447
2023-01-31,0.48261652815227324,0.4010330931498454,0.1141400931832882
2023-02-28,0.4127184464596212,0.3343399894268562,0.248945706213514
2023-03-31,0.4026243637448975,0.4021443808451295,0.19055322238377162
2023-04-30,0.4325770605355501,0.49817161448299885,0.06451359810307622
2023-05-31,0.10733493603765965,0.7081359134366115,0.17677965946495533
2023-06-30,0.48027585322658223,0.427761187725183,0.08652474989907609
2023-07-31,0.44659310625866055,0.4294892242178321,0.11939555872231722
2023-08-31,0.5456277231375376,0.41376386272410554,0.03580297025231024
2023-09-30,0.18417758755385877,0.5145154943689704,0.2943508610129356
2023-10-31,0.515169637134442,0.4424165321084169,0.03559918121363108
2023-11-30,0.35958644226193426,0.5126079548150301,0.12143865507096052
